ID;Titre;Nom fichier;Type MIME;Largeur;Hauteur;Poids (Ko);Date upload;Alt;Legende;Description (extrait);Post parent ID;URL;Featured image de (post IDs);Utilise dans contenu (post IDs);Statut usage;Score Alt;Score Titre;Score Legende;Score Description;Score SEO /100;Verdict SEO;Action recommandee
2290090;logo-linkcentral-1773518967.svg;logo-linkcentral-1773518967.svg;image/svg+xml;256;256;2;2026-03-14;Logo officiel WordPress;Logo WordPress — plugin WordPress presente sur schoolsWP.;"Cette image montre le logo officiel de WordPress. Elle illustre l'article schoolsWP ""LinkCentral Review: The WordPress Plugin for Your Links?"".";0;https://schoolswp.com/wp-content/uploads/2026/03/logo-linkcentral-1773518967.svg;;2290093;Actif (dans contenu);25;0;25;20;70;Bon;OK
2290088;Logo-schoolswp-WordPress-Bildungsplattform.jpg;Logo-schoolswp-WordPress-Bildungsplattform.jpg;image/jpeg;500;500;57;2026-03-14;;;;0;https://schoolswp.com/wp-content/uploads/2024/06/Logo-schoolswp-WordPress-Bildungsplattform.jpg;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290087;linkcentral-plugin-wordpress-url-shortener-analytics-1773518962.jpg;linkcentral-plugin-wordpress-url-shortener-analytics-1773518962.jpg;image/jpeg;1024;469;68;2026-03-14;;;;0;https://schoolswp.com/wp-content/uploads/2026/03/linkcentral-plugin-wordpress-url-shortener-analytics-1773518962.jpg;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290086;logo-linkcentral-1773518962.svg;logo-linkcentral-1773518962.svg;image/svg+xml;256;256;2;2026-03-14;;;;0;https://schoolswp.com/wp-content/uploads/2026/03/logo-linkcentral-1773518962.svg;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290038;LinkCentral 2026 : plugin WordPress URL shortener;linkcentral-plugin-wordpress-url-shortener-analytics.jpg;image/jpeg;1024;469;68;2026-03-10;Capture LinkCentral 2026, plugin WordPress de raccourcissement d’URL, gestion de liens affiliés et analytics de clics;LinkCentral 2026 : plugin WordPress URL shortener;Cette image montre la page officielle de LinkCentral, un plugin WordPress centré sur le raccourcissement d’URL, la gestion de liens et l’analyse des c;2289924;https://schoolswp.com/wp-content/uploads/2026/03/linkcentral-plugin-wordpress-url-shortener-analytics.jpg;;2290093, 2289924;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2290036;Avis LinkCentral 2026 : plugin WordPress pour vos liens;linkcentral-plugin-wordpress-gestion-liens.jpg;image/jpeg;1920;1080;259;2026-03-10;Avis LinkCentral 2026, visuel schoolsWP sur le plugin WordPress de gestion de liens, redirections et URLs courtes pour SEO;"Visuel de l’article schoolsWP sur LinkCentral, un plugin WordPress pensé pour mieux gérer vos liens.
Idéal pour parler organisation, redirections et URLs courtes.";Cette image illustre l’article schoolsWP consacré à LinkCentral, un plugin WordPress orienté gestion de liens.;2289924;https://schoolswp.com/wp-content/uploads/2026/03/linkcentral-plugin-wordpress-gestion-liens.jpg;2289924, 2290089;;Actif (featured image);30;25;25;20;100;Excellent;OK
2290033;LatePoint réservation WordPress 2026 – visuel schoolsWP;latepoint-plugin-wordpress-reservation-rendez-vous.svg;image/svg+xml;663;286;5;2026-03-10;Logo LatePoint, plugin WordPress de réservation en ligne, utilisé dans un visuel schoolsWP pour un avis et test 2026 complet.;LatePoint est un plugin WordPress pensé pour la réservation en ligne et la prise de rendez-vous. Ce visuel schoolsWP accompagne un avis, un test ou un comparatif.;Visuel de marque schoolsWP utilisé pour illustrer un article sur LatePoint, plugin WordPress de réservation et de prise de rendez-vous.;2290001;https://schoolswp.com/wp-content/uploads/2026/03/latepoint-plugin-wordpress-reservation-rendez-vous.svg;;2290001;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2290029;Top 10 alternatives à BookingPress pour réservations 2026;bookingpress-alternatives-plugin-wordpress-reservation.jpg;image/jpeg;1920;1080;290;2026-03-10;Visuel schoolsWP présentant les 10 meilleures alternatives à BookingPress pour gérer les réservations avec WordPress en 2026.;Top 10 alternatives à BookingPress pour réservations 2026;Comparatif schoolsWP des meilleures alternatives à BookingPress pour WordPress. Idéal pour choisir un plugin de réservation ou de prise de rendez-vous;2290001;https://schoolswp.com/wp-content/uploads/2026/03/bookingpress-alternatives-plugin-wordpress-reservation.jpg;2290001, 2290201;;Actif (featured image);30;25;25;20;100;Excellent;OK
2290009;one-click-upsell-funnel-plugin-woocommerce-upsell-1773073697.png;one-click-upsell-funnel-plugin-woocommerce-upsell-1773073697.png;image/png;300;300;58;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/one-click-upsell-funnel-plugin-woocommerce-upsell-1773073697.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290008;launchflows-plugin-wordpress-sales-funnel.png;launchflows-plugin-wordpress-sales-funnel.png;image/png;300;300;11;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/launchflows-plugin-wordpress-sales-funnel.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290007;wpfunnels-plugin-wordpress-sales-funnel.png;wpfunnels-plugin-wordpress-sales-funnel.png;image/png;300;300;10;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/wpfunnels-plugin-wordpress-sales-funnel.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290006;funnelkit-plugin-wordpress-tunnel-woocommerce-1773073697.png;funnelkit-plugin-wordpress-tunnel-woocommerce-1773073697.png;image/png;300;300;7;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/funnelkit-plugin-wordpress-tunnel-woocommerce-1773073697.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2290005;cartflows-color-icon-1773073697.png;cartflows-color-icon-1773073697.png;image/png;300;300;14;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/cartflows-color-icon-1773073697.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289999;One-Click-Upsell-Funnel-Plugin-Woocommerce-Upsell.png;One-Click-Upsell-Funnel-Plugin-Woocommerce-Upsell.png;image/png;300;300;58;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/One-Click-Upsell-Funnel-Plugin-Woocommerce-Upsell.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289998;launchflows-plugin-wordpress-tunnel-vente-1773072811.png;launchflows-plugin-wordpress-tunnel-vente-1773072811.png;image/png;300;300;11;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/launchflows-plugin-wordpress-tunnel-vente-1773072811.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289997;wpfunnels-plugin-wordpress-tunnel-vente-1773072811.png;wpfunnels-plugin-wordpress-tunnel-vente-1773072811.png;image/png;300;300;10;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/wpfunnels-plugin-wordpress-tunnel-vente-1773072811.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289996;funnelkit-plugin-wordpress-tunnel-woocommerce-1773072811.png;funnelkit-plugin-wordpress-tunnel-woocommerce-1773072811.png;image/png;300;300;7;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/funnelkit-plugin-wordpress-tunnel-woocommerce-1773072811.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289995;cartflows-color-icon-1773072811.png;cartflows-color-icon-1773072811.png;image/png;300;300;14;2026-03-09;;;;0;https://schoolswp.com/wp-content/uploads/2026/02/cartflows-color-icon-1773072811.png;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289993;Logo LinkCentral 2026 – visuel outil sur schoolsWP;logo-linkcentral.svg;image/svg+xml;256;256;2;2026-03-09;Logo LinkCentral utilisé dans un article schoolsWP pour illustrer visuellement l’outil présenté dans un contenu WordPress;"Logo officiel de LinkCentral utilisé dans un contenu schoolsWP.
Ce visuel permet d’identifier rapidement l’outil dans l’article ou le comparatif.";Cette image représente le logo de LinkCentral, utilisé dans un article schoolsWP pour illustrer visuellement l’outil présenté.;2289924;https://schoolswp.com/wp-content/uploads/2026/03/logo-linkcentral.svg;;2289924;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2289991;SureCart 4.0 : visuel schoolsWP sur les avis produits WP;surecart-plugin-wordpress-avis-produits-conversion.jpg;image/jpeg;1920;1080;276;2026-03-09;Visuel schoolsWP sur les avis produits SureCart 4.0, plugin e-commerce WordPress pour renforcer la preuve sociale en ligne.;"Les avis produits SureCart 4.0 ajoutent une preuve sociale native sur WordPress.
Un visuel schoolsWP pensé pour illustrer la conversion, la crédibilité et l’e-commerce.";"Ce visuel de couverture accompagne un article schoolsWP consacré aux avis produits SureCart 4.0.
Il met en avant la preuve sociale native intégrée au ";2289948;https://schoolswp.com/wp-content/uploads/2026/03/surecart-plugin-wordpress-avis-produits-conversion.jpg;2289948;;Actif (featured image);30;25;25;20;100;Excellent;OK
2289956;schoolswp-logo-wordpress-education-platform.jpg;schoolswp-logo-wordpress-education-platform.jpg;image/jpeg;500;500;57;2026-03-04;;;;0;https://schoolswp.com/wp-content/uploads/2024/06/schoolswp-logo-wordpress-education-platform.jpg;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289955;logo-fluent-forms-plugin-wordpress-forms-1772643893.png;logo-fluent-forms-plugin-wordpress-forms-1772643893.png;image/png;2451;512;37;2026-03-04;Official Fluent Forms logo, WordPress plugin;Fluent Forms logo — WordPress plugin featured on schoolsWP.;"This image shows the official logo of Fluent Forms. It illustrates the schoolsWP article ""Fluent Forms Free vs. Pro: The Complete Comparison [2026]"".";0;https://schoolswp.com/wp-content/uploads/2026/01/logo-fluent-forms-plugin-wordpress-forms-1772643893.png;;2289957;Actif (dans contenu);30;0;25;20;75;Bon;OK
2289953;Logo-schoolswp-Plattform-Bildung-WordPress.jpg;Logo-schoolswp-Plattform-Bildung-WordPress.jpg;image/jpeg;500;500;57;2026-03-04;;;;0;https://schoolswp.com/wp-content/uploads/2024/06/Logo-schoolswp-Plattform-Bildung-WordPress.jpg;;;ORPHELIN;0;0;0;0;0;Critique;SUPPRIMER
2289952;Logo-Fluent-Forms-Plugin-WordPress-Formulare.png;Logo-Fluent-Forms-Plugin-WordPress-Formulare.png;image/png;2451;512;37;2026-03-04;Official Fluent Forms logo, WordPress plugin;Fluent Forms logo — WordPress plugin featured on schoolsWP.;"This image shows the official logo of Fluent Forms. It illustrates the schoolsWP article ""Fluent Forms kostenlos vs. Pro: der vollständige Vergleich [";0;https://schoolswp.com/wp-content/uploads/2026/01/Logo-Fluent-Forms-Plugin-WordPress-Formulare.png;;2289954;Actif (dans contenu);30;0;25;20;75;Bon;OK
2289933;Logo FluentPlayer WordPress 2026 – plugin vidéo officiel;fluentplayer-plugin-wordpress-logo-officiel.svg;image/svg+xml;277;58;9;2026-03-03;Logo FluentPlayer WordPress, visuel schoolsWP du plugin vidéo interactif WPManageNinja pour conversion et engagement SEO;"Logo officiel de FluentPlayer, le plugin vidéo WordPress de WPManageNinja.
Sur schoolsWP, ce visuel sert de repère pour les contenus liés au lecteur vidéo interactif.";Cette image montre le logo officiel de FluentPlayer, utilisé par schoolsWP dans un contenu dédié au plugin.;2289921;https://schoolswp.com/wp-content/uploads/2026/03/fluentplayer-plugin-wordpress-logo-officiel.svg;;2289921;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2289931;FluentPlayer WordPress : lecteur vidéo interactif 2026;fluentplayer-plugin-wordpress-lecteur-video.jpg;image/jpeg;1920;1080;265;2026-03-03;Visuel FluentPlayer WordPress schoolsWP du lecteur vidéo WPManageNinja pour conversion, engagement et SEO du site web;"Visuel de couverture schoolsWP dédié à FluentPlayer, le lecteur vidéo WordPress de WPManageNinja.
Un plugin pensé pour la vidéo interactive, l’engagement et la conversion.";Cette image illustre l’article schoolsWP consacré à FluentPlayer WordPress, le lecteur vidéo de WPManageNinja.;2289921;https://schoolswp.com/wp-content/uploads/2026/03/fluentplayer-plugin-wordpress-lecteur-video.jpg;2289921;;Actif (featured image);30;25;25;20;100;Excellent;OK
2289919;Capture schoolsWP de FluentBooking montrant les réglages des questions de réservation WordPress avec personnalisation des champs;fluentbooking-reglages-questions-reservation-wordpress.jpg;image/jpeg;1024;1104;120;2026-03-03;Capture schoolsWP de FluentBooking montrant les réglages des questions de réservation WordPress avec personnalisation des champs;FluentBooking 2026 – réglages des questions schoolsWP;Cette image montre l’interface FluentBooking utilisée pour gérer les questions de réservation dans WordPress. Le visuel met en avant les champs activa;2289875;https://schoolswp.com/wp-content/uploads/2026/03/fluentbooking-reglages-questions-reservation-wordpress.jpg;;2289875;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2289915;Email rappel réunion WordPress 2026 – schoolsWP;email-rappel-reunion-wordpress-notification-reservation.jpg;image/jpeg;1024;1810;172;2026-03-03;Capture schoolsWP d’un email de rappel de réunion WordPress avec notification de réservation, contenu personnalisé et délai avant envoi;Exemple d’email de rappel de réunion WordPress utilisé pour confirmer et préparer un rendez-vous. Visuel schoolsWP sur la notification de réservation et l’automatisation email.;Cette image montre un modèle d’email de rappel de réunion WordPress configuré dans une interface de réservation. Le visuel met en avant le branding sc;2289875;https://schoolswp.com/wp-content/uploads/2026/03/email-rappel-reunion-wordpress-notification-reservation.jpg;;2289875;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2289912;FluentBooking notifications e-mail 2026 – réservations WP;fluentbooking-notifications-email-plugin-wordpress-reservation.jpg;image/jpeg;1024;1174;160;2026-03-02;Capture schoolsWP des notifications e-mail FluentBooking dans WordPress pour confirmer, rappeler ou annuler une réservation;Vue des paramètres de notifications e-mail dans FluentBooking pour WordPress. Ce visuel schoolsWP montre les confirmations, rappels et annulations de réservation.;Capture d’écran utilisée dans un article schoolsWP consacré à FluentBooking, plugin WordPress de réservation. L’image met en avant les paramètres de c;2289875;https://schoolswp.com/wp-content/uploads/2026/03/fluentbooking-notifications-email-plugin-wordpress-reservation.jpg;;2289875;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2289907;RGPD e-commerce WordPress 2026 avec FluentCart;maitriser-rgpd-ecommerce-wordpress-fluentcart.jpg;image/jpeg;1920;1080;294;2026-03-02;Visuel schoolsWP sur le RGPD en e-commerce WordPress avec FluentCart, pour mieux comprendre la conformité des boutiques en ligne;Visuel schoolsWP sur la conformité RGPD en e-commerce WordPress avec FluentCart. Idéal pour illustrer un guide pratique orienté boutique en ligne et protection des données.;Cette image illustre un contenu schoolsWP dédié au RGPD appliqué à l’e-commerce WordPress avec FluentCart. Elle met en avant un angle pédagogique, uti;2289904;https://schoolswp.com/wp-content/uploads/2026/03/maitriser-rgpd-ecommerce-wordpress-fluentcart.jpg;2289904;;Actif (featured image);30;25;25;20;100;Excellent;OK
2289902;Coaching schoolsWP 2026 – Disponibilité calendrier WordPress;coaching-schoolswp-calendrier-disponibilite-wordpress.jpg;image/jpeg;1024;632;59;2026-03-02;Capture d’écran schoolsWP du calendrier de disponibilité coaching WordPress avec créneaux mardi et jeudi en fuseau Europe/Paris.;Capture d’écran du calendrier de disponibilité du coaching schoolsWP dans WordPress. Le visuel montre les créneaux ouverts en Europe/Paris pour la réservation.;Cette image illustre la configuration des disponibilités hebdomadaires du calendrier Coaching schoolsWP dans WordPress. Elle montre une interface de r;2289875;https://schoolswp.com/wp-content/uploads/2026/03/coaching-schoolswp-calendrier-disponibilite-wordpress.jpg;;2289875;Actif (dans contenu);30;25;25;20;100;Excellent;OK
2289899;FluentBooking 2026 : coaching FluentCart 1:1;fluentbooking-plugin-wordpress-coaching-fluentcart-evenement.jpg;image/jpeg;1024;1196;117;2026-02-28;Capture schoolsWP de FluentBooking configurant un coaching FluentCart 1:1 dans WordPress avec description, durée et Google Meet;Interface FluentBooking utilisée par schoolsWP pour créer un coaching 1:1 dédié au paramétrage e-commerce avec FluentCart. Le visuel montre la configuration du nom, de la description, de la durée et du lieu du rendez-vous.;Cette image schoolsWP montre l’écran de création d’un type de réservation individuel dans FluentBooking. On y voit un événement de coaching 1:1 centré;2289875;https://schoolswp.com/wp-content/uploads/2026/02/fluentbooking-plugin-wordpress-coaching-fluentcart-evenement.jpg;;2289875;Actif (dans contenu);30;25;25;20;100;Excellent;OK
